Case ID,Activity,Variant,Variant index,amount:low,amount:high,dismissal:low,dismissal:high,points:low,points:high,paymentAmount:low,paymentAmount:high,expense:low,expense:high
case 561,Add penalty,Variant 6,6,68.25,9223372036854775808.00,,,,,,,,
case 562,Create Fine,Variant 6,6,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 562,Send Fine,Variant 6,6,,,,,,,,,4.96,9223372036854775808.00
case 562,Payment,Variant 6,6,,,,,,,-9223372036854775808.00,79.00,,
case 562,Insert Fine Notification,Variant 6,6,,,,,,,,,,
case 562,Add penalty,Variant 6,6,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 563,Create Fine,Variant 6,6,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 563,Send Fine,Variant 6,6,,,,,,,,,12.91,9223372036854775808.00
case 563,Payment,Variant 6,6,,,,,,,168.50,9223372036854775808.00,,
case 563,Insert Fine Notification,Variant 6,6,,,,,,,,,,
case 563,Add penalty,Variant 6,6,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 564,Create Fine,Variant 19,19,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 564,Send Fine,Variant 19,19,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 564,Payment,Variant 19,19,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 564,Insert Fine Notification,Variant 19,19,,,,,,,,,,
case 564,Add penalty,Variant 19,19,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 564,Send for Credit Collection,Variant 19,19,,,,,,,,,,
case 565,Create Fine,Variant 19,19,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 565,Send Fine,Variant 19,19,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 565,Payment,Variant 19,19,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 565,Insert Fine Notification,Variant 19,19,,,,,,,,,,
case 565,Add penalty,Variant 19,19,319.50,716.00,,,,,,,,
case 565,Send for Credit Collection,Variant 19,19,,,,,,,,,,
case 566,Create Fine,Variant 19,19,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 566,Send Fine,Variant 19,19,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 566,Payment,Variant 19,19,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 566,Insert Fine Notification,Variant 19,19,,,,,,,,,,
case 566,Add penalty,Variant 19,19,36.00,9223372036854775808.00,,,,,,,,
case 566,Send for Credit Collection,Variant 19,19,,,,,,,,,,
case 567,Create Fine,Variant 14,14,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 567,Send Fine,Variant 14,14,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 567,Payment,Variant 14,14,,,,,,,51.65,9223372036854775808.00,,
case 567,Insert Fine Notification,Variant 14,14,,,,,,,,,,
case 567,Add penalty,Variant 14,14,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 567,Add penalty,Variant 14,14,39.35,9223372036854775808.00,,,,,,,,
case 568,Create Fine,Variant 14,14,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 568,Send Fine,Variant 14,14,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 568,Payment,Variant 14,14,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 568,Insert Fine Notification,Variant 14,14,,,,,,,,,,
case 568,Add penalty,Variant 14,14,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 568,Add penalty,Variant 14,14,-9223372036854775808.00,716.00,,,,,,,,
case 569,Create Fine,Variant 14,14,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 569,Send Fine,Variant 14,14,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 569,Payment,Variant 14,14,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 569,Insert Fine Notification,Variant 14,14,,,,,,,,,,
case 569,Add penalty,Variant 14,14,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 569,Add penalty,Variant 14,14,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 570,Create Fine,Variant 1,1,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 570,Send Fine,Variant 1,1,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 570,Payment,Variant 1,1,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 570,Insert Fine Notification,Variant 1,1,,,,,,,,,,
case 570,Add penalty,Variant 1,1,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 570,Payment,Variant 1,1,,,,,,,-9223372036854775808.00,29.77,,
case 571,Create Fine,Variant 1,1,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 571,Send Fine,Variant 1,1,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 571,Payment,Variant 1,1,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 571,Insert Fine Notification,Variant 1,1,,,,,,,,,,
case 571,Add penalty,Variant 1,1,39.35,9223372036854775808.00,,,,,,,,
case 571,Payment,Variant 1,1,,,,,,,29.77,51.65,,
case 572,Create Fine,Variant 1,1,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 572,Send Fine,Variant 1,1,,,,,,,,,-9223372036854775808.00,4.96
case 572,Payment,Variant 1,1,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 572,Insert Fine Notification,Variant 1,1,,,,,,,,,,
case 572,Add penalty,Variant 1,1,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 572,Payment,Variant 1,1,,,,,,,-9223372036854775808.00,168.50,,
case 573,Create Fine,Variant 1,1,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 573,Send Fine,Variant 1,1,,,,,,,,,4.96,9223372036854775808.00
case 573,Payment,Variant 1,1,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 573,Insert Fine Notification,Variant 1,1,,,,,,,,,,
case 573,Add penalty,Variant 1,1,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 573,Payment,Variant 1,1,,,,,,,-9223372036854775808.00,79.00,,
case 574,Create Fine,Variant 1,1,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 574,Send Fine,Variant 1,1,,,,,,,,,4.96,9223372036854775808.00
case 574,Payment,Variant 1,1,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 574,Insert Fine Notification,Variant 1,1,,,,,,,,,,
case 574,Add penalty,Variant 1,1,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 574,Payment,Variant 1,1,,,,,,,79.00,168.50,,
case 575,Create Fine,Variant 1,1,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,2.00,9223372036854775808.00,,,,
case 575,Send Fine,Variant 1,1,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 575,Payment,Variant 1,1,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 575,Insert Fine Notification,Variant 1,1,,,,,,,,,,
case 575,Add penalty,Variant 1,1,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 575,Payment,Variant 1,1,,,,,,,-9223372036854775808.00,168.50,,
case 576,Create Fine,Variant 1,1,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 576,Send Fine,Variant 1,1,,,,,,,,,-9223372036854775808.00,12.91
case 576,Payment,Variant 1,1,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 576,Insert Fine Notification,Variant 1,1,,,,,,,,,,
case 576,Add penalty,Variant 1,1,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 576,Payment,Variant 1,1,,,,,,,168.50,9223372036854775808.00,,
case 577,Create Fine,Variant 1,1,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 577,Send Fine,Variant 1,1,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 577,Payment,Variant 1,1,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 577,Insert Fine Notification,Variant 1,1,,,,,,,,,,
case 577,Add penalty,Variant 1,1,-9223372036854775808.00,9223372036854775808.00,,,,,,,,
case 577,Payment,Variant 1,1,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 578,Create Fine,Variant 23,23,71.00,77.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 578,Send Fine,Variant 23,23,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 578,Payment,Variant 23,23,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 578,Insert Fine Notification,Variant 23,23,,,,,,,,,,
case 578,Payment,Variant 23,23,,,,,,,-9223372036854775808.00,29.77,,
case 578,Appeal to Judge,Variant 23,23,,,-9223372036854775808.00,9223372036854775808.00,,,,,,
case 579,Create Fine,Variant 8,8,71.00,77.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 579,Send Fine,Variant 8,8,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 579,Payment,Variant 8,8,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 579,Insert Fine Notification,Variant 8,8,,,,,,,,,,
case 579,Payment,Variant 8,8,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 580,Create Fine,Variant 27,27,71.00,77.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 580,Send Fine,Variant 27,27,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 580,Payment,Variant 27,27,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 580,Insert Fine Notification,Variant 27,27,,,,,,,,,,
case 580,Payment,Variant 27,27,,,,,,,-9223372036854775808.00,29.77,,
case 580,Send for Credit Collection,Variant 27,27,,,,,,,,,,
case 581,Create Fine,Variant 15,15,-9223372036854775808.00,77.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 581,Send Fine,Variant 15,15,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 581,Payment,Variant 15,15,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 581,Insert Fine Notification,Variant 15,15,,,,,,,,,,
case 581,Payment,Variant 15,15,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 581,Payment,Variant 15,15,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 582,Create Fine,Variant 15,15,71.00,77.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 582,Send Fine,Variant 15,15,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 582,Payment,Variant 15,15,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 582,Insert Fine Notification,Variant 15,15,,,,,,,,,,
case 582,Payment,Variant 15,15,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 582,Payment,Variant 15,15,,,,,,,29.77,9223372036854775808.00,,
case 583,Create Fine,Variant 23,23,41.00,77.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 583,Send Fine,Variant 23,23,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 583,Payment,Variant 23,23,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 583,Insert Fine Notification,Variant 23,23,,,,,,,,,,
case 583,Payment,Variant 23,23,,,,,,,29.77,51.65,,
case 583,Appeal to Judge,Variant 23,23,,,-9223372036854775808.00,9223372036854775808.00,,,,,,
case 584,Create Fine,Variant 8,8,41.00,71.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 584,Send Fine,Variant 8,8,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 584,Payment,Variant 8,8,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 584,Insert Fine Notification,Variant 8,8,,,,,,,,,,
case 584,Payment,Variant 8,8,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 585,Create Fine,Variant 8,8,68.25,77.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 585,Send Fine,Variant 8,8,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 585,Payment,Variant 8,8,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 585,Insert Fine Notification,Variant 8,8,,,,,,,,,,
case 585,Payment,Variant 8,8,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 586,Create Fine,Variant 27,27,41.00,77.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 586,Send Fine,Variant 27,27,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 586,Payment,Variant 27,27,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 586,Insert Fine Notification,Variant 27,27,,,,,,,,,,
case 586,Payment,Variant 27,27,,,,,,,29.77,51.65,,
case 586,Send for Credit Collection,Variant 27,27,,,,,,,,,,
case 587,Create Fine,Variant 57,57,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 587,Send Fine,Variant 57,57,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 587,Payment,Variant 57,57,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 587,Insert Fine Notification,Variant 57,57,,,,,,,,,,
case 587,Payment,Variant 57,57,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 587,Add penalty,Variant 57,57,41.00,68.25,,,,,,,,
case 588,Create Fine,Variant 15,15,71.00,77.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 588,Send Fine,Variant 15,15,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 588,Payment,Variant 15,15,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 588,Insert Fine Notification,Variant 15,15,,,,,,,,,,
case 588,Payment,Variant 15,15,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 588,Payment,Variant 15,15,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 589,Create Fine,Variant 15,15,41.00,77.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 589,Send Fine,Variant 15,15,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 589,Payment,Variant 15,15,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 589,Insert Fine Notification,Variant 15,15,,,,,,,,,,
case 589,Payment,Variant 15,15,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 589,Payment,Variant 15,15,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 590,Create Fine,Variant 23,23,155.00,319.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 590,Send Fine,Variant 23,23,,,,,,,,,-9223372036854775808.00,4.96
case 590,Payment,Variant 23,23,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 590,Insert Fine Notification,Variant 23,23,,,,,,,,,,
case 590,Payment,Variant 23,23,,,,,,,-9223372036854775808.00,168.50,,
case 590,Appeal to Judge,Variant 23,23,,,-9223372036854775808.00,9223372036854775808.00,,,,,,
case 591,Create Fine,Variant 27,27,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 591,Send Fine,Variant 27,27,,,,,,,,,-9223372036854775808.00,4.96
case 591,Payment,Variant 27,27,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 591,Insert Fine Notification,Variant 27,27,,,,,,,,,,
case 591,Payment,Variant 27,27,,,,,,,-9223372036854775808.00,168.50,,
case 591,Send for Credit Collection,Variant 27,27,,,,,,,,,,
case 592,Create Fine,Variant 23,23,155.00,159.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 592,Send Fine,Variant 23,23,,,,,,,,,4.96,9223372036854775808.00
case 592,Payment,Variant 23,23,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 592,Insert Fine Notification,Variant 23,23,,,,,,,,,,
case 592,Payment,Variant 23,23,,,,,,,-9223372036854775808.00,79.00,,
case 592,Appeal to Judge,Variant 23,23,,,-9223372036854775808.00,9223372036854775808.00,,,,,,
case 593,Create Fine,Variant 27,27,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 593,Send Fine,Variant 27,27,,,,,,,,,4.96,9223372036854775808.00
case 593,Payment,Variant 27,27,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 593,Insert Fine Notification,Variant 27,27,,,,,,,,,,
case 593,Payment,Variant 27,27,,,,,,,-9223372036854775808.00,79.00,,
case 593,Send for Credit Collection,Variant 27,27,,,,,,,,,,
case 594,Create Fine,Variant 15,15,-9223372036854775808.00,319.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 594,Send Fine,Variant 15,15,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 594,Payment,Variant 15,15,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 594,Insert Fine Notification,Variant 15,15,,,,,,,,,,
case 594,Payment,Variant 15,15,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 594,Payment,Variant 15,15,,,,,,,79.00,9223372036854775808.00,,
case 595,Create Fine,Variant 23,23,155.00,319.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 595,Send Fine,Variant 23,23,,,,,,,,,4.96,9223372036854775808.00
case 595,Payment,Variant 23,23,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 595,Insert Fine Notification,Variant 23,23,,,,,,,,,,
case 595,Payment,Variant 23,23,,,,,,,79.00,168.50,,
case 595,Appeal to Judge,Variant 23,23,,,-9223372036854775808.00,9223372036854775808.00,,,,,,
case 596,Create Fine,Variant 8,8,159.00,319.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,9223372036854775808.00,,,,
case 596,Send Fine,Variant 8,8,,,,,,,,,-9223372036854775808.00,9223372036854775808.00
case 596,Payment,Variant 8,8,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 596,Insert Fine Notification,Variant 8,8,,,,,,,,,,
case 596,Payment,Variant 8,8,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 597,Create Fine,Variant 8,8,-9223372036854775808.00,319.50,-9223372036854775808.00,9223372036854775808.00,-9223372036854775808.00,2.00,,,,
case 597,Send Fine,Variant 8,8,,,,,,,,,12.91,9223372036854775808.00
case 597,Payment,Variant 8,8,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
case 597,Insert Fine Notification,Variant 8,8,,,,,,,,,,
case 597,Payment,Variant 8,8,,,,,,,-9223372036854775808.00,9223372036854775808.00,,
